WantHave,BaseItem,ItemType,AlbumType,AlbumRef,AlbumSection,AlbumPage,RefItem,Desc,Notes,CatgDisplayNum
h,6110s42,price1,SCH,ISRAEL01,Tab,11,,,,2
h,6110s68,price1,SCH,ISRAEL01,Tab,11,,,,2
h,6110s69,price1,SCH,ISRAEL01,Tab,11,,,,2
h,6110s43,price1,SCH,ISRAEL01,Tab,12,,,,2
h,6110s44,price1,SCH,ISRAEL01,Tab,12,,,,2
h,6110s45,price1,SCH,ISRAEL01,Tab,12,,,,2
h,6110s46,price1,SCH,ISRAEL01,Tab,12,,,,2
h,6110s47,price1,SCH,ISRAEL01,Tab,13,,,,2
h,6110s50,price1,SCH,ISRAEL01,Tab,13,,,,2
h,6110s49,price1,SCH,ISRAEL01,Tab,13,,,,2
h,6110s51,price1,SCH,ISRAEL01,Tab,13,,,,2
h,6110s52,price1,SCH,ISRAEL01,Tab,13,,,,2
h,6110s56,price1,SCH,ISRAEL01,Tab,14,,,,2
h,6110s53,price1,SCH,ISRAEL01,Tab,14,,,,2
h,6110s54,price1,SCH,ISRAEL01,Tab,14,,,,2
h,6110s57,price1,SCH,ISRAEL01,Tab,14,,,,2
h,6110s55,price1,SCH,ISRAEL01,Tab,14,,,,2
h,6110s58,price1,SCH,ISRAEL01,Tab,15,,,,2
h,6110s61,price1,SCH,ISRAEL01,Tab,16,,,,2
h,6110s59,price1,SCH,ISRAEL01,Tab,17,,,,2
h,6110s60,price1,SCH,ISRAEL01,Tab,17,,,,2
h,6110s63,price1,SCH,ISRAEL01,Tab,17,,,,2
h,6110s64,price1,SCH,ISRAEL01,Tab,17,,,,2
h,6110s65,price1,SCH,ISRAEL01,Tab,17,,,,2
h,6110s66,price1,SCH,ISRAEL01,Tab,17,,,,2
h,6110s67,price1,SCH,ISRAEL01,Tab,18,,,,2
h,6110s70,price1,SCH,ISRAEL01,Tab,18,,,,2
h,6110s71,price1,SCH,ISRAEL01,Tab,19,,,,2
h,6110s72,price1,SCH,ISRAEL01,Tab,19,,,,2
h,6110s73,price1,SCH,ISRAEL01,Tab,19,,,,2
h,6110s75,price1,SCH,ISRAEL01,Tab,19,,,,2
h,6110s76,price1,SCH,ISRAEL01,Tab,20,,,,2
h,6110s79,price1,SCH,ISRAEL01,Tab,20,,,,2
h,6110s78,price1,SCH,ISRAEL01,Tab,20,,,,2
h,6110s77,price1,SCH,ISRAEL01,Tab,21,,,,2
h,6110s80,price1,SCH,ISRAEL01,Tab,21,,,,2
h,6110s81,price1,SCH,ISRAEL01,Tab,21,,,,2
h,6110s82,price1,SCH,ISRAEL01,Tab,22,,,,2
h,6110s84,price1,SCH,ISRAEL01,Tab,22,,,,2
h,6110s86,price1,SCH,ISRAEL01,Tab,22,,,,2
h,6110s87,price1,SCH,ISRAEL01,Tab,22,,,,2
h,6110s83,price1,SCH,ISRAEL01,Tab,22,,,,2
h,6110s89,price1,SCH,ISRAEL01,Tab,22,,,,2
h,6110s85,price1,SCH,ISRAEL01,Tab,23,,,,2
h,6110s90,price1,SCH,ISRAEL01,Tab,23,,,,2
h,6110s88,price1,SCH,ISRAEL01,Tab,23,,,,2
h,6110s91,price1,SCH,ISRAEL01,Tab,24,,,,2
h,6110s93,price1,SCH,ISRAEL01,Tab,25,,1960 values 0.15 0.20 0.65,,2
h,6110s95,price1,SCH,ISRAEL01,Tab,25,,,,2
h,6110s96,price1,SCH,ISRAEL01,Tab,25,,,,2
h,6110s98,price1,SCH,ISRAEL01,Tab,26,,,,2
h,6110s97,price1,SCH,ISRAEL01,Tab,26,,,,2
h,6110s99,price1,SCH,ISRAEL01,Tab,26,,,,2
h,6110s100,price1,SCH,ISRAEL01,Tab,26,,,,2
h,6110s103,price1,SCH,ISRAEL01,Tab,26,,,,2
h,6110s102,price1,SCH,ISRAEL01,Tab,26,,,,2
h,6110s104,price1,SCH,ISRAEL01,Tab,27,,,,2
h,6110s107,price1,SCH,ISRAEL01,Tab,28,,,,2
h,6110s106,price1,SCH,ISRAEL01,Tab,28,,,,2
h,6110s93,price1,SCH,ISRAEL01,Tab,28,,1961 values 0.25 0.30 0.35,,2
h,6110s108,price1,SCH,ISRAEL01,Tab,29,,,,2
h,6110s109,price1,SCH,ISRAEL01,Tab,29,,,,2
h,6110s110,price1,SCH,ISRAEL01,Tab,29,,,,2
h,6110s112,price1,SCH,ISRAEL01,Tab,30,,,,2
h,6110s111,price1,SCH,ISRAEL01,Tab,30,,,,2
h,6110s93,price1,SCH,ISRAEL01,Tab,30,,1962 values 0.40 0.50 1.00,,2
h,6110s94,price1,SCH,ISRAEL01,Tab,30,,,,2
h,6110s114,price1,SCH,ISRAEL01,Tab,31,,,,2
h,6110s115,price1,SCH,ISRAEL01,Tab,31,,,,2
h,6110s117,price1,SCH,ISRAEL01,Tab,31,,,,2
h,6110s116,price1,SCH,ISRAEL01,Tab,31,,,,2
h,6110s113,price1,SCH,ISRAEL01,Tab,31,,,,2
h,6110s119,price1,SCH,ISRAEL01,Tab,32,,,,2
h,6110s120,price1,SCH,ISRAEL01,Tab,32,,,,2
h,6110s118,price1,SCH,ISRAEL01,Tab,32,,,,2
h,6110s123,price1,SCH,ISRAEL01,Tab,32,,,,2
h,6110s124,price1,SCH,ISRAEL01,Tab,32,,,,2
h,6110s122,price1,SCH,ISRAEL01,Tab,33,,,,2
h,6110s125,price1,SCH,ISRAEL01,Tab,33,,Values 0.55 0.70 1.00,,2
h,6110s126,price1,SCH,ISRAEL01,Tab,34,,,,2
h,6110s127,price1,SCH,ISRAEL01,Tab,34,,,,2
h,6110s132,price1,SCH,ISRAEL01,Tab,34,,,,2
h,6110s125,price1,SCH,ISRAEL01,Tab,34,,Values 0.05 0.20 0.28,,2
h,6110s133,price1,SCH,ISRAEL01,Tab,35,,,,2
h,6110s136,price1,SCH,ISRAEL01,Tab,35,,,,2
h,6110s135,price1,SCH,ISRAEL01,Tab,35,,,,2
h,6110s125,price1,SCH,ISRAEL01,Tab,35,,Values 0.30 0.40 0.45 3.00,,2
h,6110s138,price1,SCH,ISRAEL01,Tab,36,,,,2
h,6110s137,price1,SCH,ISRAEL01,Tab,36,,,,2
h,6110s139,price1,SCH,ISRAEL01,Tab,36,,,,2
h,6110s141,price1,SCH,ISRAEL01,Tab,37,,,,2
h,6110s140,price1,SCH,ISRAEL01,Tab,37,,,,2
h,6110s143,price1,SCH,ISRAEL01,Tab,37,,,,2
h,6110s142,price1,SCH,ISRAEL01,Tab,37,,,,2
h,6110s144,price1,SCH,ISRAEL01,Tab,38,,,,2
h,6110s145,price1,SCH,ISRAEL01,Tab,38,,,,2
h,6110s147,price1,SCH,ISRAEL01,Tab,38,,,,2
h,6110s146,price1,SCH,ISRAEL01,Tab,38,,,,2
h,6110s148,price1,SCH,ISRAEL01,Tab,38,,,,2
h,6110s150,price1,SCH,ISRAEL01,Tab,39,,,,2
h,6110s151,price1,SCH,ISRAEL01,Tab,39,,,,2
h,6110s154,price1,SCH,ISRAEL01,Tab,39,,,,2
h,6110s155,price1,SCH,ISRAEL01,Tab,39,,,,2
h,6110s156,price1,SCH,ISRAEL01,Tab,39,,,,2
h,6110s157,price1,SCH,ISRAEL01,Tab,39,,,,2
h,6110s158,price1,SCH,ISRAEL01,Tab,40,,,,2
h,6110s159,price1,SCH,ISRAEL01,Tab,40,,,,2
h,6110s160,price1,SCH,ISRAEL01,Tab,40,,,,2
h,6110s152,price1,SCH,ISRAEL01,Tab,41,,1965-66 Values (16),,2
h,6110s162,price1,SCH,ISRAEL01,Tab,42,,,,2
h,6110s161,price1,SCH,ISRAEL01,Tab,42,,,,2
h,6110s163,price1,SCH,ISRAEL01,Tab,42,,,,2
h,6110s164,price1,SCH,ISRAEL01,Tab,43,,,,2
h,6110s166,price1,SCH,ISRAEL01,Tab,43,,,,2
h,6110s167,price1,SCH,ISRAEL01,Tab,44,,,,2
h,6110s165,price1,SCH,ISRAEL01,Tab,44,,,,2
h,6110s168,price1,SCH,ISRAEL01,Tab,44,,,,2
h,6110s152,price1,SCH,ISRAEL01,Tab,45,,1967 Values 0.40 0.55 0.80,,2
h,6110s169,price1,SCH,ISRAEL01,Tab,45,,,,2
h,6110s170,price1,SCH,ISRAEL01,Tab,45,,,,2
h,6110s171,price1,SCH,ISRAEL01,Tab,46,,,,2
h,6110s172,price1,SCH,ISRAEL01,Tab,46,,,,2
h,6110s173,price1,SCH,ISRAEL01,Tab,46,,,,2
h,6110s174,price1,SCH,ISRAEL01,Tab,47,,,,2
h,6110s175,price1,SCH,ISRAEL01,Tab,47,,,,2
h,6110s176,price1,SCH,ISRAEL01,Tab,48,,,,2
h,6110s177,price1,SCH,ISRAEL01,Tab,48,,,,2
h,6110s178,price1,SCH,ISRAEL01,Tab,49,,,,2
h,6110s182,price1,SCH,ISRAEL01,Tab,50,,,,2
h,6110s179,price1,SCH,ISRAEL01,Tab,50,,,,2
h,6110s181,price1,SCH,ISRAEL01,Tab,50,,,,2
h,6110s183,price1,SCH,ISRAEL01,Tab,50,,,,2
h,6110s180,price1,SCH,ISRAEL01,Tab,50,,,,2
h,6110s186,price1,SCH,ISRAEL01,Tab,50,,,,2
h,6110s184,price1,SCH,ISRAEL01,Tab,50,,,,2
h,6110s185,price1,SCH,ISRAEL01,Tab,51,,,,2
h,6110s190,price1,SCH,ISRAEL01,Tab,51,,,,2
h,6110s191,price1,SCH,ISRAEL01,Tab,51,,,,2
h,6110s187,price1,SCH,ISRAEL01,Tab,51,,,,2
h,6110s188,price1,SCH,ISRAEL01,Tab,51,,,,2
h,6110s192,price1,SCH,ISRAEL01,Tab,52,,,,2
h,6110s194,price1,SCH,ISRAEL01,Tab,52,,,,2
h,6110s193,price1,SCH,ISRAEL01,Tab,52,,,,2
h,6110s199,price1,SCH,ISRAEL01,Tab,53,,,,2
h,6110s195,price1,SCH,ISRAEL01,Tab,53,,,,2
h,6110s196,price1,SCH,ISRAEL01,Tab,53,,,,2
h,6110s200,price1,SCH,ISRAEL01,Tab,53,,,,2
h,6110s201,price1,SCH,ISRAEL01,Tab,53,,,,2
h,6110s197,price1,SCH,ISRAEL01,Tab,54,,,,2
h,6110s10,price1,SCH,ISRAEL01,S/S,1,,,,2
h,6110s74,price1,SCH,ISRAEL01,S/S,2,,,,2
h,6110s101,price1,SCH,ISRAEL01,S/S,3,,,,2
h,6110s121,price1,SCH,ISRAEL01,S/S,4,,,,2
h,6110s149,price1,SCH,ISRAEL01,S/S,5,,,,2
h,6110s189,price1,SCH,ISRAEL01,S/S,5,,,,2
h,6110s26,price1,SCH,ISRAEL01,TabD,1,,,,2
h,6110s4,price4,SCH,ISRAEL01,P,1,,,,2
h,6110s15,price4,SCH,ISRAEL01,P,1,,,,2
h,6110s39,price4,SCH,ISRAEL01,P,1,,,,2
h,6110s4,price1,SCH,ISRAEL01,P,2,,,,2
h,6110s15,price1,SCH,ISRAEL01,P,2,,,,2
h,6110s39,price1,SCH,ISRAEL01,P,2,,,,2
h,6110s39,price1,SCH,ISRAEL01,P,2,,,,2
h,6110s5,price4,SCH,ISRAEL01,Tab,2.1,,,,2
h,6110s203,price1,SCH,ISRAEL02,Tab,55,,,,2
h,6110s205,price1,SCH,ISRAEL02,Tab,55,,,,2
h,6110s206,price1,SCH,ISRAEL02,Tab,55,,,,2
h,6110s204,price1,SCH,ISRAEL02,Tab,55,,,,2
h,6110s209,price1,SCH,ISRAEL02,Tab,55,,,,2
h,6110s210,price1,SCH,ISRAEL02,Tab,56,,,,2
h,6110s207,price1,SCH,ISRAEL02,Tab,56,,,,2
h,6110s211,price1,SCH,ISRAEL02,Tab,56,,,,2
h,6110s208,price1,SCH,ISRAEL02,Tab,56,,,,2
h,6110s214,price1,SCH,ISRAEL02,Tab,56,,,,2
h,6110s216,price1,SCH,ISRAEL02,Tab,56,,,,2
h,6110s215,price1,SCH,ISRAEL02,Tab,57,,,,2
h,6110s212,price1,SCH,ISRAEL02,Tab,57,,,,2
h,6110s213,price1,SCH,ISRAEL02,Tab,57,,,,2
h,6110s217,price1,SCH,ISRAEL02,Tab,58,,,,2
h,6110s218,price1,SCH,ISRAEL02,Tab,58,,,,2
h,6110s222,price1,SCH,ISRAEL02,Tab,58,,,,2
h,6110s219,price1,SCH,ISRAEL02,Tab,58,,,,2
h,6110s220,price1,SCH,ISRAEL02,Tab,59,,,,2
h,6110s223,price1,SCH,ISRAEL02,Tab,59,,,,2
h,6110s197,price1,SCH,ISRAEL02,Tab,59,,1970 Values 0.18 0.20 0.30 0.60,,2
h,6110s225,price1,SCH,ISRAEL02,Tab,60,,,,2
h,6110s224,price1,SCH,ISRAEL02,Tab,60,,,,2
h,6110s226,price1,SCH,ISRAEL02,Tab,60,,,,2
h,6110s227,price1,SCH,ISRAEL02,Tab,61,,,,2
h,6110s231,price1,SCH,ISRAEL02,Tab,61,,,,2
h,6110s229,price1,SCH,ISRAEL02,Tab,62,,,,2
h,6110s230,price1,SCH,ISRAEL02,Tab,62,,,,2
h,6110s232,price1,SCH,ISRAEL02,Tab,63,,,,2
h,6110s233,price1,SCH,ISRAEL02,Tab,63,,,,2
h,6110s234,price1,SCH,ISRAEL02,Tab,64,,1971 Values (8) 0.03 0.05 0.15 0.18 0.22 0.30 0.45 0.50,,2
h,6110s234,price1,SCH,ISRAEL02,Tab,64.1,,1971 Values (6) 0.55 0.70 0.88 0.95 2.00 3.00,,2
h,6110s237,price1,SCH,ISRAEL02,Tab,65,,,,2
h,6110s235,price1,SCH,ISRAEL02,Tab,65,,,,2
h,6110s236,price1,SCH,ISRAEL02,Tab,65.1,,,,2
h,6110s240,price1,SCH,ISRAEL02,Tab,66,,,,2
h,6110s238,price1,SCH,ISRAEL02,Tab,66,,,,2
h,6110s239,price1,SCH,ISRAEL02,Tab,66,,,,2
h,6110s244,price1,SCH,ISRAEL02,Tab,66,,,,2
h,6110s246,price1,SCH,ISRAEL02,Tab,66,,,,2
h,6110s242,price1,SCH,ISRAEL02,Tab,67,,,,2
h,6110s243,price1,SCH,ISRAEL02,Tab,67,,,,2
h,6110s245,price1,SCH,ISRAEL02,Tab,67,,,,2
h,6110s248,price1,SCH,ISRAEL02,Tab,67,,,,2
h,6110s247,price1,SCH,ISRAEL02,Tab,67,,,,2
h,6110s250,price1,SCH,ISRAEL02,Tab,68,,,,2
h,6110s249,price1,SCH,ISRAEL02,Tab,68,,,,2
h,6110s256,price1,SCH,ISRAEL02,Tab,68,,,,2
h,6110s260,price1,SCH,ISRAEL02,Tab,68,,,,2
h,6110s251,price1,SCH,ISRAEL02,Tab,69,,,,2
h,6110s252,price1,SCH,ISRAEL02,Tab,70,,,,2
h,6110s258,price1,SCH,ISRAEL02,Tab,70,,,,2
h,6110s254,price1,SCH,ISRAEL02,Tab,70,,,,2
h,6110s253,price1,SCH,ISRAEL02,Tab,70,,,,2
h,6110s259,price1,SCH,ISRAEL02,Tab,70,,,,2
h,6110s261,price1,SCH,ISRAEL02,Tab,71,,,,2
h,6110s257,price1,SCH,ISRAEL02,Tab,71,,,,2
h,6110s234,price1,SCH,ISRAEL02,Tab,71,,1973 Values (4) 0.20 0.35 0.65 1.10,,2
h,6110s265,price1,SCH,ISRAEL02,Tab,72,,,,2
h,6110s269,price1,SCH,ISRAEL02,Tab,72,,,,2
h,6110s263,price1,SCH,ISRAEL02,Tab,72,,,,2
h,6110s264,price1,SCH,ISRAEL02,Tab,73,,,,2
h,6110s268,price1,SCH,ISRAEL02,Tab,73,,,,2
h,6110s267,price1,SCH,ISRAEL02,Tab,73,,,,2
h,6110s270,price1,SCH,ISRAEL02,Tab,74,,,,2
h,6110s266,price1,SCH,ISRAEL02,Tab,74,,,,2
h,6110s234,price1,SCH,ISRAEL02,Tab,74,,1974 Values (3) 0.25 0.80 1.30,,2
h,6110s272,price1,SCH,ISRAEL02,Tab,75,,,,2
h,6110s273,price1,SCH,ISRAEL02,Tab,75,,,,2
h,6110s271,price1,SCH,ISRAEL02,Tab,75,,,,2
h,6110s274,price1,SCH,ISRAEL02,Tab,76,,,,2
h,6110s275,price1,SCH,ISRAEL02,Tab,76,,,,2
h,6110s276,price1,SCH,ISRAEL02,Tab,76,,,,2
h,6110s283,price1,SCH,ISRAEL02,Tab,77,,,,2
h,6110s279,price1,SCH,ISRAEL02,Tab,77,,,,2
h,6110s280,price1,SCH,ISRAEL02,Tab,78,,,,2
h,6110s282,price1,SCH,ISRAEL02,Tab,78,,,,2
h,6110s285,price1,SCH,ISRAEL02,Tab,78,,,,2
h,6110s277,price1,SCH,ISRAEL02,Tab,78,,,,2
h,6110s278,price1,SCH,ISRAEL02,Tab,78,,,,2
h,6110s281,price1,SCH,ISRAEL02,Tab,78,,,,2
h,6110s284,price1,SCH,ISRAEL02,Tab,79,,,,2
h,6110s286,price1,SCH,ISRAEL02,Tab,79,,,,2
h,6110s234,price1,SCH,ISRAEL02,Tab,79,,1975 Value (1) 1.70,,2
h,6110s287,price1,SCH,ISRAEL02,Tab,79,,,,2
h,6110s289,price1,SCH,ISRAEL02,Tab,80,,,,2
h,6110s288,price1,SCH,ISRAEL02,Tab,80,,,,2
h,6110s234,price1,SCH,ISRAEL02,Tab,80,,1976 Value (1) 10.00,,2
h,6110s290,price1,SCH,ISRAEL02,Tab,80,,,,2
h,6110s293,price1,SCH,ISRAEL02,Tab,81,,,,2
h,6110s297,price1,SCH,ISRAEL02,Tab,81,,,,2
h,6110s295,price1,SCH,ISRAEL02,Tab,81,,,,2
h,6110s294,price1,SCH,ISRAEL02,Tab,81,,,,2
h,6110s296,price1,SCH,ISRAEL02,Tab,81,,,,2
h,6110s302,price1,SCH,ISRAEL02,Tab,82,,,,2
h,6110s301,price1,SCH,ISRAEL02,Tab,82,,,,2
h,6110s299,price1,SCH,ISRAEL02,Tab,82,,,,2
h,6110s300,price1,SCH,ISRAEL02,Tab,83,,,,2
h,6110s298,price1,SCH,ISRAEL02,Tab,83,,,,2
h,6110s303,price1,SCH,ISRAEL02,Tab,84,,,,2
h,6110s304,price1,SCH,ISRAEL02,Tab,84,,,,2
h,6110s305,price1,SCH,ISRAEL02,Tab,84,,,,2
h,6110s307,price1,SCH,ISRAEL02,Tab,85,,,,2
h,6110s308,price1,SCH,ISRAEL02,Tab,85,,,,2
h,6110s306,price1,SCH,ISRAEL02,Tab,85,,,,2
h,6110s310,price1,SCH,ISRAEL02,Tab,86,,,,2
h,6110s312,price1,SCH,ISRAEL02,Tab,86,,,,2
h,6110s311,price1,SCH,ISRAEL02,Tab,86,,,,2
h,6110s315,price1,SCH,ISRAEL02,Tab,86,,,,2
h,6110s309,price1,SCH,ISRAEL02,Tab,86,,,,2
h,6110s314,price1,SCH,ISRAEL02,Tab,87,,,,2
h,6110s313,price1,SCH,ISRAEL02,Tab,87,,,,2
h,6110s317,price1,SCH,ISRAEL02,Tab,88,,,,2
h,6110s319,price1,SCH,ISRAEL02,Tab,88,,,,2
h,6110s316,price1,SCH,ISRAEL02,Tab,89,,,,2
h,6110s234,price1,SCH,ISRAEL02,Tab,89,,1977 Landscapes II (2) values 0.10 1.00,,2
h,6110s320,price1,SCH,ISRAEL02,Tab,89,,,,2
h,6110s321,price1,SCH,ISRAEL02,Tab,90,,,,2
h,6110s322,price1,SCH,ISRAEL02,Tab,90,,,,2
h,6110s328,price1,SCH,ISRAEL02,Tab,90,,,,2
h,6110s325,price1,SCH,ISRAEL02,Tab,92,,1978 First (7) values,,2
h,6110s330,price1,SCH,ISRAEL02,Tab,92,,,,2
h,6110s325,price1,SCH,ISRAEL02,Tab,93,,Next (4) values,,2
h,6110s329,price1,SCH,ISRAEL02,Tab,93,,,,2
h,6110s331,price1,SCH,ISRAEL02,Tab,93,,,,2
h,6110s332,price1,SCH,ISRAEL02,Tab,94,,,,2
h,6110s333,price1,SCH,ISRAEL02,Tab,94,,,,2
h,6110s334,price1,SCH,ISRAEL02,Tab,94,,,,2
h,6110s325,price1,SCH,ISRAEL02,Tab,95,,Next (3) values,,2
h,6110s335,price1,SCH,ISRAEL02,Tab,95,,,,2
h,6110s234,price1,SCH,ISRAEL02,Tab,95,,1978 Landscapes II 20.00,,2
h,6110s327,price1,SCH,ISRAEL02,Tab,95,,,,2
h,6110s337,price1,SCH,ISRAEL02,Tab,96,,,,2
h,6110s338,price1,SCH,ISRAEL02,Tab,96,,,,2
h,6110s336,price1,SCH,ISRAEL02,Tab,96,,,,2
h,6110s339,price1,SCH,ISRAEL02,Tab,96,,,,2
h,6110s343,price1,SCH,ISRAEL02,Tab,96,,,,2
h,6110s341,price1,SCH,ISRAEL02,Tab,96.1,,,,2
h,6110s342,price1,SCH,ISRAEL02,Tab,96.1,,,,2
h,6110s346,price1,SCH,ISRAEL02,Tab,96.1,,,,2
h,6110s345,price1,SCH,ISRAEL02,Tab,97,,,,2
h,6110s347,price1,SCH,ISRAEL02,Tab,97,,,,2
h,6110s344,price1,SCH,ISRAEL02,Tab,97,,,,2
h,6110s350,price1,SCH,ISRAEL02,Tab,97,,,,2
h,6110s351,price1,SCH,ISRAEL02,Tab,97,,,,2
h,6110s348,price1,SCH,ISRAEL02,Tab,98,,,,2
h,6110s349,price1,SCH,ISRAEL02,Tab,98,,,,2
h,6110s221,price1,SCH,ISRAEL02,S/S,6,,,,2
h,6110s228,price1,SCH,ISRAEL02,S/S,7,,,,2
h,6110s241,price1,SCH,ISRAEL02,S/S,8,,,,2
h,6110s255,price1,SCH,ISRAEL02,S/S,9,,,,2
h,6110s262,price1,SCH,ISRAEL02,S/S,10,,High values (2) 2.00 3.00,,2
h,6110s262,price1,SCH,ISRAEL02,S/S,11,,Low value (1) 1.00,,2
h,6110s291,price1,SCH,ISRAEL02,S/S,12,,,,2
h,6110s292,price1,SCH,ISRAEL02,S/S,12,,,,2
h,6110s318,price1,SCH,ISRAEL02,S/S,13,,,,2
h,6110s326,price1,SCH,ISRAEL02,S/S,14,,,,2
h,6110s340,price1,SCH,ISRAEL02,S/S,15,,,,2
h,6110s357,price1,SCH,ISRAEL02,Tab,99,,,,2
h,6110s354,price1,SCH,ISRAEL02,Tab,99,,,,2
h,6110s353,price1,SCH,ISRAEL02,Tab,99,,,,2
h,6110s352,price1,SCH,ISRAEL02,Tab,99,,,,2
h,6110s234,price1,SCH,ISRAEL02,Tab,99,,1980 Landscapes II high value (1) 50.00 Sorek Cave,,2
h,6110s358,price1,SCH,ISRAEL02,Tab,100,,,,2
h,6110s359,price1,SCH,ISRAEL02,Tab,100,,,,2
h,6110s355,price1,SCH,ISRAEL02,Tab,100,,,,2
h,6110s360,price1,SCH,ISRAEL02,Tab,100,,,,2
h,6110s362,price1,SCH,ISRAEL02,Tab,101,,,,2
h,6110s364,price1,SCH,ISRAEL02,Tab,102,,,,2
h,6110s363,price1,SCH,ISRAEL02,Tab,102,,,,2
h,6110s363,price1,SCH,ISRAEL02,Tab,102,,,,2
h,6110s365,price1,SCH,ISRAEL02,Tab,102,,,,2
h,6110s367,price1,SCH,ISRAEL02,Tab,103,,,,2
h,6110s372,price1,SCH,ISRAEL02,Tab,103,,,,2
h,6110s370,price1,SCH,ISRAEL02,Tab,103,,,,2
h,6110s366,price1,SCH,ISRAEL02,Tab,104,,,,2
h,6110s369,price1,SCH,ISRAEL02,Tab,104,,,,2
h,6110s371,price1,SCH,ISRAEL02,Tab,104,,,,2
h,6110s368,price1,SCH,ISRAEL02,Tab,104,,,,2
h,6110s374,price1,SCH,ISRAEL02,Tab,105,,,,2
h,6110s376,price1,SCH,ISRAEL02,Tab,105,,,,2
h,6110s373,price1,SCH,ISRAEL02,Tab,105,,,,2
h,6110s378,price1,SCH,ISRAEL02,Tab,106,,,,2
h,6110s386,price1,SCH,ISRAEL02,Tab,106,,,,2
h,6110s389,price1,SCH,ISRAEL02,Tab,106,,,,2
h,6110s383,price1,SCH,ISRAEL02,Tab,107,,,,2
h,6110s387,price1,SCH,ISRAEL02,Tab,107,,,,2
h,6110s381,price1,SCH,ISRAEL02,Tab,108,,,,2
h,6110s381,price1,SCH,ISRAEL02,Tab,108,,,,2
h,6110s382,price1,SCH,ISRAEL02,Tab,108,,,,2
h,6110s385,price1,SCH,ISRAEL02,Tab,108,,,,2
h,6110s377,price1,SCH,ISRAEL02,Tab,108,,,,2
h,6110s384,price1,SCH,ISRAEL02,Tab,108,,,,2
h,6110s388,price1,SCH,ISRAEL02,Tab,108,,,,2
h,6110s379,price1,SCH,ISRAEL02,Tab,108,,,,2
h,6110s391,price1,SCH,ISRAEL02,Tab,109,,exploded and mounted as individual stamps (15v + 5tabs),,2
h,6110s391,price1,SCH,ISRAEL02,Tab,109.1,,,,2
h,6110s395,price1,SCH,ISRAEL02,Tab,110,,,,2
h,6110s396,price1,SCH,ISRAEL02,Tab,110,,,,2
h,6110s393,price1,SCH,ISRAEL02,Tab,110,,,,2
h,6110s406,price1,SCH,ISRAEL02,Tab,110,,,,2
h,6110s394,price1,SCH,ISRAEL02,Tab,110,,,,2
h,6110s402,price1,SCH,ISRAEL02,Tab,110,,,,2
h,6110s397,price1,SCH,ISRAEL02,Tab,110,,,,2
h,6110s400,price1,SCH,ISRAEL02,Tab,111,,,,2
h,6110s398,price1,SCH,ISRAEL02,Tab,111,,,,2
h,6110s401,price1,SCH,ISRAEL02,Tab,111,,,,2
h,6110s405,price1,SCH,ISRAEL02,Tab,111,,,,2
h,6110s392,price1,SCH,ISRAEL02,Tab,112,,,,2
h,6110s404,price1,SCH,ISRAEL02,Tab,113,,,,2
h,6110s408,price1,SCH,ISRAEL02,Tab,113,,,,2
h,6110s408,price1,SCH,ISRAEL02,Tab,113,,,,2
